siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 10:00",38
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 10:00",1.9
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 10:00",36
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 10:00",8
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 11:00",12
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 11:00",3.1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 11:00",0.35
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 11:00",36
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 11:00",50
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 11:00",11
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 12:00",17
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 12:00",2.9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 12:00",0.28
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 12:00",47
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 12:00",63
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 12:00",9
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 13:00",6
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 13:00",2.6
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 13:00",0.24
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 13:00",51
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 13:00",52
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 13:00",13
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 14:00",50
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 14:00",9
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 14:00",5
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 14:00",51
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 14:00",0.21
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 14:00",1.9
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 15:00",8
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 15:00",1.8
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 15:00",0.21
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 15:00",47
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 15:00",42
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 15:00",5
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 16:00",2.7
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 16:00",13
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 16:00",7
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 16:00",49
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 16:00",39
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 16:00",0.33
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 17:00",2.3
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 17:00",13
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 17:00",10
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 17:00",44
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 17:00",33
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 17:00",0.33
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 18:00",0.31
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 18:00",12
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 18:00",11
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 18:00",38
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 18:00",29
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 18:00",2.2
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 19:00",2.1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 19:00",0.32
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 19:00",27
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 19:00",22
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 19:00",10
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 19:00",8
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 20:00",5
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 20:00",2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 20:00",0.26
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 20:00",28
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 20:00",21
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 20:00",10
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 21:00",6
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 21:00",1.1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 21:00",0.19
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 21:00",31
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 21:00",18
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 21:00",6
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 22:00",31
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 22:00",1.1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 22:00",0.19
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 22:00",18
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 22:00",5
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 22:00",8
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-05 23:00",5
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-05 23:00",1.2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-05 23:00",0.2
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-05 23:00",29
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-05 23:00",10
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-05 23:00",5
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 00:00",10
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 00:00",1.7
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 00:00",0.2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 00:00",4
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 00:00",25
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 00:00",5
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 01:00",0.2
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 01:00",0.9
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 01:00",8
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 01:00",5
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 01:00",13
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 01:00",23
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 02:00",5
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 02:00",0.8
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 02:00",0.19
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 02:00",21
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 02:00",14
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 02:00",5
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 03:00",5
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 03:00",13
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 03:00",9
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 03:00",23
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 03:00",0.24
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 03:00",0.8
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 04:00",5
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 04:00",1.3
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 04:00",0.18
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 04:00",29
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 04:00",17
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 04:00",7
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 05:00",7
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 05:00",1.1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 05:00",0.17
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 05:00",33
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 05:00",14
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 05:00",4
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 06:00",34
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 06:00",9
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 06:00",3
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 06:00",20
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 06:00",0.16
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 06:00",1.1
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 07:00",3
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 07:00",1.3
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 07:00",0.18
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 07:00",33
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 07:00",21
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 07:00",9
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 08:00",1.1
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 08:00",7
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 08:00",0.18
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 08:00",35
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 08:00",20
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 08:00",3
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 09:00",1.4
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 09:00",8
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 09:00",4
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 09:00",33
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 09:00",38
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 09:00",0.23
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 10:00",0.3
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 10:00",3.2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 10:00",11
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 10:00",8
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 10:00",35
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 10:00",36
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 11:00",0.26
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 11:00",3.2
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 11:00",42
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 11:00",47
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 11:00",7
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 11:00",13
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 12:00",9
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 12:00",2.7
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 12:00",0.23
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 12:00",51
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 12:00",50
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 12:00",5
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 13:00",4
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 13:00",2.7
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 13:00",0.26
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 13:00",52
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 13:00",63
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 13:00",13
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 14:00",5
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 14:00",2.9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 14:00",0.24
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 14:00",50
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 14:00",63
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 14:00",11
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 15:00",6
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 15:00",3.9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 15:00",0.28
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 15:00",46
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 15:00",54
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 15:00",16
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 16:00",53
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 16:00",13
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 16:00",7
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 16:00",43
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 16:00",0.31
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 16:00",3.7
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 17:00",3.2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 17:00",12
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 17:00",8
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 17:00",52
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 17:00",40
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 17:00",0.32
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 18:00",18
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 18:00",2.6
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 18:00",0.3
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 18:00",38
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 18:00",49
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 18:00",6
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 19:00",5
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 19:00",1.8
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 19:00",0.28
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 19:00",36
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 19:00",36
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 19:00",10
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 20:00",4
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 20:00",1.5
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 20:00",0.26
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 20:00",32
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 20:00",37
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 20:00",11
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 21:00",0.33
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 21:00",17
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 21:00",7
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 21:00",42
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 21:00",25
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 21:00",1.5
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 22:00",20
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 22:00",1.3
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 22:00",9
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 22:00",44
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 22:00",0.38
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 22:00",18
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-06 23:00",0.36
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-06 23:00",18
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-06 23:00",9
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-06 23:00",37
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-06 23:00",1.4
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-06 23:00",12
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 00:00",0.33
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 00:00",10
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 00:00",11
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 00:00",14
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 00:00",42
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 00:00",1.3
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 01:00",45
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 01:00",0.35
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 01:00",17
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 01:00",10
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 01:00",7
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 01:00",1.7
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 02:00",0.34
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 02:00",1.6
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 02:00",3
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 02:00",46
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 02:00",9
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 02:00",20
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 03:00",1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 03:00",0.37
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 03:00",54
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 03:00",13
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 03:00",32
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 03:00",1.7
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 04:00",1.8
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 04:00",0.39
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 04:00",1
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 04:00",61
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 04:00",12
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 04:00",29
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 05:00",1.8
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 05:00",0
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 05:00",56
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 05:00",12
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 05:00",30
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 05:00",0.43
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 06:00",0.42
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 06:00",1
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 06:00",64
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 06:00",11
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 06:00",31
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 06:00",1.7
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 07:00",10
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 07:00",65
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 07:00",3
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 07:00",0.48
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 07:00",1.9
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 07:00",31
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 08:00",11
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 08:00",62
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 08:00",12
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 08:00",0.42
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 08:00",2.2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 08:00",36
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 09:00",2.8
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 09:00",33
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 09:00",58
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 09:00",10
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 09:00",35
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 09:00",0.37
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 10:00",30
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 10:00",3.9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 10:00",0.43
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 10:00",55
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 10:00",67
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 10:00",6
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 11:00",4.3
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 11:00",0.35
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 11:00",6
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 11:00",36
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 11:00",58
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 11:00",69
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 12:00",51
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 12:00",3.4
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 12:00",0.23
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 12:00",61
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 12:00",3
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 12:00",23
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 13:00",2.9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 13:00",0.22
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 13:00",64
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 13:00",45
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 13:00",2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 13:00",20
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 14:00",39
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 14:00",2.5
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 14:00",0.21
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 14:00",61
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 14:00",1
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-07 14:00",17
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-07 15:00",0.21
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-07 15:00",2.5
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-07 15:00",64
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-07 15:00",42
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-07 15:00",2
